axis snp loading PC1 PC2 PC3 predictor correlation
1 locus_5395.04 0.12561249572659 0.406353772572769 0.753323131559493 0.180459966035815 PC2 0.753323131559493
1 locus_5400.01 0.115655967455393 0.573353566133505 0.0550842212176927 0.230126100952677 PC1 0.573353566133505
1 locus_5405.04 0.189067467742514 0.697800748291977 0.383557433173773 -0.165209516211567 PC1 0.697800748291977
1 locus_5410.04 0.183233143542346 0.698235090689859 0.242702548021659 -0.210476078239805 PC1 0.698235090689859
1 locus_5423.02 0.114278685242089 0.385599337923882 0.247500050565905 -0.209728484197287 PC1 0.385599337923882
1 locus_5444.03 -0.108649089680815 -0.541171142364457 -0.0729729501842996 -0.245818905506996 PC1 0.541171142364457
1 locus_5451.01 -0.0611326732674951 -0.223894670162068 0.0530572663728677 0.232896798974237 PC3 0.232896798974237
1 locus_5478.01 -0.00772854078125441 -0.246011912847351 0.487561601713513 -0.253034268925787 PC2 0.487561601713513
1 locus_5484.03 0.028645935259729 0.255810252717115 -0.659827779134035 -0.208905936950073 PC2 0.659827779134035
1 locus_5501.04 -0.00892521328634569 0.106104540906422 -0.283633342018949 0.228955367489831 PC2 0.283633342018949
1 locus_5517.02 -0.117123493669587 -0.618620672804104 0.303175226412876 -0.0128706392128552 PC1 0.618620672804104
1 locus_6230.02 -0.0786668033074607 -0.190127311231112 -0.0440603709461106 0.528810597928958 PC3 0.528810597928958
1 locus_7537.02 0.120740451381274 0.448990593495986 0.133274755581064 -0.203253005596634 PC1 0.448990593495986
1 locus_7823.01 0.163760494779459 0.506726616790498 0.401227296039845 -0.413575915541408 PC1 0.506726616790498
1 locus_7935.02 0.0205235236287975 0.016044451374482 0.576845516038035 0.299770047664891 PC2 0.576845516038035
1 locus_8785.01 0.129191120000499 0.415103109967114 0.271429110668386 -0.317340941509544 PC1 0.415103109967114
1 locus_8809.04 0.110362831897818 0.384104916806522 0.247412868623007 -0.153755256025931 PC1 0.384104916806522
1 locus_9720.01 0.0615160270351923 0.305276748383779 -0.293732451910044 -0.192986655374795 PC1 0.305276748383779
1 locus_9769.01 0.0943461272049229 0.283140022091921 0.712132868849833 0.202509647229634 PC2 0.712132868849833
1 locus_9938.02 0.180075793337897 0.732017087637015 0.241766084804792 -0.0450869226075517 PC1 0.732017087637015
1 locus_10424.03 0.0959005407069128 0.161305375146553 0.481443274620799 -0.469539105890172 PC2 0.481443274620799
1 locus_10645.01 -0.0095742076151979 -0.0988652119449942 -0.0677933495112856 -0.258929053538661 PC3 0.258929053538661
1 locus_11242.04 -0.146733486564704 -0.503617746380261 -0.519364182116731 0.0423459114860444 PC2 0.519364182116731
1 locus_11779.01 0.094122812891221 0.387222643875441 -0.409873156692703 -0.532986618232346 PC3 0.532986618232346
1 locus_12508.01 -0.184735563950933 -0.831540765367009 -0.187207120657899 -0.173094851169266 PC1 0.831540765367009
1 locus_13209.02 0.153231635362976 0.552567950628536 0.277817178929755 -0.211168211595793 PC1 0.552567950628536
1 locus_14649.03 -0.154193807741643 -0.522548029505233 -0.487223456609188 0.12496431687919 PC1 0.522548029505233
1 locus_14746.03 -0.116302957633194 -0.494939933272983 0.032574096679063 0.137299811743774 PC1 0.494939933272983
1 locus_14876.02 0.120311183368752 0.391340680387397 0.711059299007605 0.169980869518206 PC2 0.711059299007605
1 locus_15057.01 0.014878022600569 0.195891084707124 -0.260849458906952 0.189864512229634 PC2 0.260849458906952
1 locus_15092.01 -0.0575210093227063 -0.237913749345899 0.0819081793610269 0.156161292073842 PC1 0.237913749345899
1 locus_15113.04 -0.0252500289748811 -0.0279038601758873 -0.656785794447333 -0.345233811131562 PC2 0.656785794447333
1 locus_15129.01 0.028645935259729 0.255810252717115 -0.659827779134035 -0.208905936950073 PC2 0.659827779134035
1 locus_15185.04 0.0484927940085172 0.180555243391283 0.318450505391407 0.178711362978027 PC2 0.318450505391407
1 locus_15234.03 -0.116302957633194 -0.494939933272982 0.032574096679063 0.137299811743774 PC1 0.494939933272982
1 locus_15252.03 0.0200247605281065 0.0405909228018976 0.0768324957205954 -0.0973437869274682 PC3 0.0973437869274682
1 locus_15325.01 0.135312784620038 0.449355343536036 0.362792618715423 -0.204989024403538 PC1 0.449355343536036
1 locus_15362.03 -0.0352854708515443 -0.0872911875364752 -0.591838798485541 -0.330248449433204 PC2 0.591838798485541
1 locus_15371.02 -0.134564419216827 -0.490334798268022 -0.296038299350311 0.11683894029316 PC1 0.490334798268022
1 locus_15439.01 0.124293596882744 0.532189744838995 0.0385746348198801 -0.0636018020908996 PC1 0.532189744838995
1 locus_15489.01 0.0260263846438563 0.158411963247489 -0.163520836504965 -0.0188375683242138 PC2 0.163520836504965
1 locus_15522.04 0.150604954280392 0.556815352349029 0.255982969051221 -0.176784670420732 PC1 0.556815352349029
1 locus_15609.02 -0.00965308925890154 -0.174581951774374 0.273527861452097 -0.1853833425509 PC2 0.273527861452097
1 locus_15611.01 0.126070798279205 0.435423393783458 0.244070943728916 -0.225014488376105 PC1 0.435423393783458
1 locus_15617.01 0.177592943025335 0.687228338129882 0.155531224660196 -0.245785593942534 PC1 0.687228338129882
1 locus_15651.01 -0.105812706019622 -0.374579847260626 -0.0314956849514236 0.327118035582517 PC1 0.374579847260626
1 locus_15678.01 0.0445508575394775 0.118272080748413 0.628312805004584 0.328341689526385 PC2 0.628312805004584
1 locus_15735.01 0.057358837217365 0.16711167413653 0.658918068162121 0.327107697134982 PC2 0.658918068162121
1 locus_15758.01 -0.0296437009896997 -0.172997658036763 0.63465820738105 0.486502406746425 PC2 0.63465820738105
1 locus_15789.01 0.161679303205277 0.682078707796803 0.21885761045776 0.047271066345825 PC1 0.682078707796803
1 locus_15946.03 0.116302957633194 0.494939933272983 -0.032574096679063 -0.137299811743774 PC1 0.494939933272983
1 locus_16529.03 -0.0596008909959458 -0.351992150158857 -0.090267071183951 -0.374881982737939 PC3 0.374881982737939
1 locus_16628.02 -0.0426762327787167 -0.319457337547898 0.631614308094431 0.180340609520999 PC2 0.631614308094431
1 locus_17216.03 -0.129900237067595 -0.270961198409589 -0.808033081822198 0.301644082765624 PC2 0.808033081822198
1 locus_17683.01 0.111601752317227 0.476414687129876 -0.0465252779287677 -0.141581049039112 PC1 0.476414687129876
1 locus_17690.02 0.117942399285109 0.373901692720438 0.737660591100335 0.172718665844673 PC2 0.737660591100335
1 locus_17694.02 -0.142615004931746 -0.656773128289519 0.085238749045184 0.0401520884059359 PC1 0.656773128289519
1 locus_17701.02 0.014878022600569 0.195891084707124 -0.260849458906952 0.189864512229634 PC2 0.260849458906952
1 locus_18326.02 0.052450718461193 0.337009127168326 -0.201842601759363 0.148634699615985 PC1 0.337009127168326
1 locus_18557.02 -0.0519322476877919 -0.144868585972653 -0.204777008676742 0.109969273091128 PC2 0.204777008676742
1 locus_18579.03 0.118968805902059 0.404500632676925 0.260233730401662 -0.205165061693325 PC1 0.404500632676925
1 locus_18797.01 -0.0873637475110832 -0.286413295762069 -0.539023736717625 -0.153421341674336 PC2 0.539023736717625
1 locus_19046.04 0.0805650984477409 0.113801917068172 0.740459041332952 -0.140406877924569 PC2 0.740459041332952
1 locus_19200.04 0.0666170757685616 0.31693806989974 -0.068025921726394 -0.0112530131185511 PC1 0.31693806989974
1 locus_19324.01 0.200651053797435 0.857734268208022 0.141668683589502 -0.0297203445108155 PC1 0.857734268208022
1 locus_19441.01 0.0527246763231055 0.114563467537155 0.145210401376677 -0.285620344879885 PC3 0.285620344879885
1 locus_19445.02 0.119131762103727 0.51806110495459 -0.0847254077992749 -0.152594344526751 PC1 0.51806110495459
1 locus_19476.01 0.0986020262290337 0.44357718384263 -0.148458455439911 -0.15184026744401 PC1 0.44357718384263
1 locus_19481.01 0.162909719224719 0.550013627305962 0.240584868467609 -0.407822323976322 PC1 0.550013627305962
1 locus_19502.01 0.112158227169896 0.464037704074085 -0.0545798105255539 -0.201016526592073 PC1 0.464037704074085
1 locus_19572.01 -0.120126920855398 -0.491444202829971 0.347870264593624 0.518101425577047 PC3 0.518101425577047
1 locus_19653.02 0.125302899122793 0.488100387549752 -0.0415675653633826 -0.310516564336444 PC1 0.488100387549752
1 locus_19825.02 0.116302957633194 0.494939933272983 -0.032574096679063 -0.137299811743774 PC1 0.494939933272983
1 locus_19897.02 0.169818658582943 0.766136476947284 0.00355541236023334 2.25356910200478e-05 PC1 0.766136476947284
1 locus_19951.01 0.148129974362684 0.495720443070178 0.289015933721002 -0.317199038427231 PC1 0.495720443070178
1 locus_19984.04 -0.0512179544295164 -0.0280390797871205 -0.737041199637847 -0.0182747068265875 PC2 0.737041199637847
1 locus_20014.03 0.0467974706447501 0.245370582948468 0.277121062807661 0.389085919580961 PC3 0.389085919580961
1 locus_20071.02 0.122567885728628 0.502208360805787 0.0179769726967407 -0.160577318449248 PC1 0.502208360805787
1 locus_20077.04 0.130371705781124 0.546577922062083 -0.0619449329036013 -0.207322298908838 PC1 0.546577922062083
1 locus_20100.02 0.116844283581832 0.412485643554096 0.245194149462685 -0.159039105392316 PC1 0.412485643554096
1 locus_20220.03 0.145497451661069 0.567460492820466 0.00958069269937942 -0.301480377838907 PC1 0.567460492820466
1 locus_20253.03 0.149157302916463 0.574485748421087 0.32746014644059 -0.0229536207883655 PC1 0.574485748421087
1 locus_20334.01 -0.0516821372485148 -0.235550233258941 0.497996154329592 0.480696824051218 PC2 0.497996154329592
1 locus_20390.01 0.0890147765330686 0.405149781468761 -0.0746977215759548 -0.0626757461693394 PC1 0.405149781468761
1 locus_20422.02 -0.108589408312369 -0.487143159538423 0.152781188948068 0.161443723200977 PC1 0.487143159538423
1 locus_20652.02 -0.130371705781124 -0.546577922062083 0.0619449329036013 0.207322298908838 PC1 0.546577922062083
1 locus_20744.03 -0.156730470977441 -0.615150968182133 -0.150961902031129 0.173533606743946 PC1 0.615150968182133
1 locus_20801.04 0.0971352849940859 0.412297793474986 -0.0984782880586265 -0.188210740475165 PC1 0.412297793474986
1 locus_20821.04 0.119109720223636 0.524346360468303 -0.181507653573232 -0.225314304182644 PC1 0.524346360468303
1 locus_20946.03 0.165634587171412 0.574970489334906 0.239149802434652 -0.365448959299714 PC1 0.574970489334906
1 locus_20971.04 0.0266446918882566 0.269583028937003 -0.657525483522985 -0.127683009228845 PC2 0.657525483522985
1 locus_21301.04 -0.0996519867322927 -0.269910467201053 -0.59469504064695 0.0413089215017601 PC2 0.59469504064695
1 locus_21327.04 -0.0890147765330686 -0.405149781468761 0.0746977215759548 0.0626757461693394 PC1 0.405149781468761
1 locus_21342.03 0.0940992455406395 0.507684978794199 0.0451435319015657 0.330155312562873 PC1 0.507684978794199
1 locus_21603.03 -0.154670879497931 -0.649916366167845 -0.109081141760548 0.062020441153748 PC1 0.649916366167845
1 locus_21612.01 -0.0909020360614947 -0.19746781177722 -0.80917458994661 -0.0548868833442538 PC2 0.80917458994661
1 locus_21763.02 0.118915218813647 0.503381567654807 -0.161255678268127 -0.275000552057248 PC1 0.503381567654807
1 locus_21765.01 0.122316154192349 0.417772108860431 0.288862082082441 -0.183519870940129 PC1 0.417772108860431
1 locus_21830.04 -0.131218015173371 -0.476998332790069 -0.235747515807057 0.169744632228021 PC1 0.476998332790069
1 locus_21937.02 0.0931377098238717 0.211928932030037 0.399950635383202 -0.330945940361377 PC2 0.399950635383202
1 locus_22040.04 -0.102068667907395 -0.442023713150131 0.077555386691098 0.141958693150808 PC1 0.442023713150131
1 locus_22098.02 0.0760280028921341 0.369226071229964 0.132551477849986 0.219096302679236 PC1 0.369226071229964
1 locus_22146.02 -0.0481901908878472 -0.297044493499664 0.234094657939191 -0.0453206657161191 PC1 0.297044493499664
1 locus_22182.01 -0.156730470977441 -0.615150968182133 -0.150961902031129 0.173533606743946 PC1 0.615150968182133
1 locus_22230.02 0.130699284955508 0.339482773625007 0.71001052461817 -0.172988739954188 PC2 0.71001052461817
1 locus_22308.03 -0.0155181747301634 0.0574107094752204 0.0338135101120886 0.474509367478278 PC3 0.474509367478278
1 locus_22461.03 0.0744697966570464 0.318816597236795 -0.231210440092732 -0.287419730822051 PC1 0.318816597236795
1 locus_22483.01 0.0890147765330686 0.405149781468761 -0.0746977215759548 -0.0626757461693394 PC1 0.405149781468761
1 locus_22504.01 0.101424648506706 0.46931838117951 -0.0869832052067866 -0.0466451030756262 PC1 0.46931838117951
1 locus_22510.04 -0.127604038085185 -0.364215843407792 -0.608214453936317 0.138708994389828 PC2 0.608214453936317
1 locus_22612.04 -0.102353973693951 -0.391302043507271 -0.206002592081171 0.0441804381657442 PC1 0.391302043507271
1 locus_22627.02 0.0989816971954092 0.455998548728512 -0.0449269927485987 -0.0133474773911003 PC1 0.455998548728512
1 locus_22752.03 0.0959161280327603 0.457163743435277 -0.123393120415655 -0.0382543552846459 PC1 0.457163743435277
1 locus_22781.03 0.118422522799053 0.323247350977459 0.779052214783852 0.0304249079343862 PC2 0.779052214783852
1 locus_22802.03 -0.125741582435713 -0.523268203550761 0.0594698071216514 0.213182964762913 PC1 0.523268203550761
1 locus_22825.03 -0.0890147765330687 -0.405149781468762 0.0746977215759546 0.0626757461693399 PC1 0.405149781468762
1 locus_22837.02 0.073422726906875 0.308254284627058 0.260272324276333 0.173914524424707 PC1 0.308254284627058
1 locus_23322.02 -0.0890147765330686 -0.405149781468761 0.0746977215759548 0.0626757461693394 PC1 0.405149781468761
1 locus_23336.01 0.124105450242462 0.486769955228173 0.469808507679302 0.20461526661268 PC1 0.486769955228173
1 locus_23348.01 -0.0890147765330686 -0.405149781468761 0.0746977215759548 0.0626757461693394 PC1 0.405149781468761
1 locus_23616.03 -0.114497169247081 -0.469282764251879 0.050559020090535 0.215495203282143 PC1 0.469282764251879
1 locus_23673.04 0.0617148928478215 0.378889701157024 -0.288203140701481 0.0641306712458617 PC1 0.378889701157024
1 locus_23723.01 0.0793366202266894 0.447370697412992 -0.242043553021155 0.0708523175137194 PC1 0.447370697412992
1 locus_23805.03 -0.057933205709482 -0.134615992315691 -0.223226888331734 0.221218416296844 PC2 0.223226888331734
1 locus_23992.03 0.114826745600938 0.555132744855611 0.0763908280369429 0.200896330808959 PC1 0.555132744855611
1 locus_24100.04 0.125403402342017 0.401504731969647 0.319993221087271 -0.257603594347405 PC1 0.401504731969647
1 locus_24227.04 0.166622611559443 0.644354226389422 0.0874333104131524 -0.28937005626402 PC1 0.644354226389422
1 locus_24290.01 -0.016234879686451 -0.0778972928718938 -0.0975624376300182 -0.111363014459768 PC3 0.111363014459768
1 locus_24337.04 -0.106666685186374 -0.436904594646504 0.0205053562135096 0.175682967123959 PC1 0.436904594646504
1 locus_24346.03 0.12228830950692 0.418434239071443 0.504905233646391 0.0308724122483715 PC2 0.504905233646391
1 locus_24473.02 -0.0890147765330686 -0.405149781468761 0.0746977215759548 0.0626757461693394 PC1 0.405149781468761
1 locus_24653.01 0.112158227169896 0.464037704074085 -0.0545798105255539 -0.201016526592073 PC1 0.464037704074085
1 locus_24775.01 0.191857744309183 0.805265051135956 0.214445827273415 -0.0025396410010436 PC1 0.805265051135956
1 locus_24779.02 0.156773750520723 0.525556032255109 0.672147223452806 0.0262818790320702 PC2 0.672147223452806
1 locus_25149.04 -0.166355732929115 -0.59662082865334 -0.365065779816121 0.178418969999213 PC1 0.59662082865334
1 locus_25223.02 -0.123827669743647 -0.446493043299462 -0.150237439270821 0.243553619756502 PC1 0.446493043299462
1 locus_25244.01 -0.0697430599519567 -0.210888589693951 -0.275321689958378 0.0908320725954837 PC2 0.275321689958378
1 locus_25374.02 -0.046809834957396 -0.119308928409185 -0.509316296381101 -0.180022474271975 PC2 0.509316296381101
1 locus_25377.02 -0.0890147765330686 -0.405149781468761 0.0746977215759548 0.0626757461693394 PC1 0.405149781468761
1 locus_25526.01 0.107662971626938 0.47019033340379 -0.143721428821474 -0.196762880665058 PC1 0.47019033340379
1 locus_25603.04 -0.119404118924346 -0.47744585516447 0.02317755963587 0.237141432866655 PC1 0.47744585516447
1 locus_25742.04 -0.114594816332661 -0.508419859551697 0.124665209754115 0.154154246275427 PC1 0.508419859551697
1 locus_25781.02 -0.11609713849053 -0.494967234150725 0.0340039774113696 0.135387853937101 PC1 0.494967234150725
1 locus_25886.02 0.116568055975617 0.272672018434315 0.726411915759798 -0.167216077835592 PC2 0.726411915759798
1 locus_25966.01 0.119109720223636 0.524346360468303 -0.181507653573232 -0.225314304182644 PC1 0.524346360468303
1 locus_26055.03 0.118696561091037 0.493374294083371 -0.0411945256570505 -0.188593352145485 PC1 0.493374294083371
1 locus_26314.04 0.113013400384879 0.433175058760239 0.0542583159182724 -0.214586663915613 PC1 0.433175058760239
1 locus_26639.03 -0.118893103742794 -0.40011369546326 -0.273095462444371 0.206565528567469 PC1 0.40011369546326
1 locus_26731.02 -0.119109720223636 -0.524346360468303 0.181507653573232 0.225314304182644 PC1 0.524346360468303
1 locus_26831.02 0.10681147634266 0.515706203732132 0.0554268937255157 0.169216530059123 PC1 0.515706203732132
1 locus_26916.04 0.115685009648323 0.29336901320315 0.761624303882465 -0.0472670208771093 PC2 0.761624303882465
1 locus_27243.03 0.0538148431164997 0.324438143146918 -0.36564655623732 -0.0766944775929766 PC2 0.36564655623732
1 locus_27246.01 -0.120673555405502 -0.429434102429323 -0.243362702871311 0.162044389697411 PC1 0.429434102429323
1 locus_27616.02 0.0482744310828441 0.183584094832976 0.2501328316746 0.125676991684048 PC2 0.2501328316746
1 locus_27977.02 -0.116210229595757 -0.482552843319569 0.0349064882648982 0.181012616928327 PC1 0.482552843319569
1 locus_27978.03 -0.103622970196891 -0.364413539866022 -0.422047809286013 -0.0545694329587323 PC2 0.422047809286013
1 locus_28019.01 -0.131218015173371 -0.476998332790069 -0.235747515807057 0.169744632228021 PC1 0.476998332790069
1 locus_28090.01 -0.0481901908878471 -0.297044493499664 0.234094657939191 -0.0453206657161191 PC1 0.297044493499664
1 locus_28128.01 -0.117207523041371 -0.476590692773773 0.0449861409808349 0.227120372941882 PC1 0.476590692773773
1 locus_28327.04 -0.130371705781124 -0.546577922062083 0.0619449329036014 0.207322298908838 PC1 0.546577922062083
1 locus_28390.02 0.149556413015828 0.565799768902997 0.205014504170189 -0.179224997337811 PC1 0.565799768902997
1 locus_28404.02 -0.0330802264029071 -0.199990341317558 0.618446254217333 0.430920765660307 PC2 0.618446254217333
1 locus_28446.02 0.119665490415544 0.527429798713449 -0.146769649885032 -0.189297512608284 PC1 0.527429798713449
1 locus_28500.02 -0.0171106424944234 -0.0917878763652343 0.0480835870625536 -0.00305638535758102 PC1 0.0917878763652343
1 locus_28598.02 -0.0444107890035084 -0.202450553589373 0.485893799977078 0.469712711563151 PC2 0.485893799977078
1 locus_28621.02 0.123865076345435 0.534637837144844 -0.139303376334937 -0.222700302379352 PC1 0.534637837144844
1 locus_28654.02 0.17500311060655 0.685797195800826 0.208927979814147 -0.157928038659734 PC1 0.685797195800826
1 locus_28816.03 0.11609713849053 0.494967234150725 -0.0340039774113696 -0.135387853937101 PC1 0.494967234150725
1 locus_29067.04 -0.0959161280327603 -0.457163743435277 0.123393120415655 0.038254355284646 PC1 0.457163743435277
1 locus_29129.02 0.119109720223636 0.524346360468303 -0.181507653573232 -0.225314304182644 PC1 0.524346360468303
1 locus_29206.02 0.132047613054306 0.652767064333684 -0.0481030160413261 0.147604722210998 PC1 0.652767064333684
1 locus_29319.04 0.115329583384052 0.532928885441252 -0.157208633930229 -0.112690110538489 PC1 0.532928885441252
1 locus_29414.01 0.0456725261883343 0.108557116702254 0.126432096830921 -0.214535651132277 PC3 0.214535651132277
1 locus_29439.04 -0.140021913761027 -0.473381209255251 -0.327450566268628 0.230085692655975 PC1 0.473381209255251
1 locus_29480.03 -0.181182903275631 -0.695942617336768 -0.12340889150424 0.303228270841766 PC1 0.695942617336768
1 locus_29605.03 0.0176071653405201 -0.0378083482049234 0.503835344571053 0.0874317322909621 PC2 0.503835344571053
1 locus_29630.01 -0.194366293183297 -0.704193534042183 -0.352187814517963 0.256671776201112 PC1 0.704193534042183
1 locus_29659.01 -0.122037340675902 -0.511323901814458 0.00808463626567844 0.14626147566552 PC1 0.511323901814458
1 locus_29711.04 -0.140313028417009 -0.619119322779609 0.02514300520126 0.0756164513692357 PC1 0.619119322779609
1 locus_29722.01 0.123270094733595 0.531078494790377 -0.0378384257846738 -0.126308549436893 PC1 0.531078494790377
1 locus_29766.03 -0.102868043638953 -0.426662315218876 0.0283159122263299 0.159389945689512 PC1 0.426662315218876
